Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990475.1,PTHR12848.orig.30.pir,CAI4792220.1,1.0999999999999999e-117,392.9,63.2,2.3e-117,391.8,63.2,CAI4516240.1,0,1359.2,18.5,2.2e-272,905.5,10.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990515.1,PTHR12848.orig.30.pir,CAI4816584.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4503823.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990535.1,PTHR12848.orig.30.pir,CAI4842623.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4543016.1,0,1418.4,19.2,0,1418,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990645.1,PTHR12848.orig.30.pir,CAI4903179.1,8.5e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4885031.1,0,1421.4,19.1,0,1421,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990665.1,PTHR12848.orig.30.pir,CAI4828904.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4544994.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990685.1,PTHR12848.orig.30.pir,CAI4816296.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4531985.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990705.1,PTHR12848.orig.30.pir,CAI4833582.1,1.5e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4448253.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990725.1,PTHR12848.orig.30.pir,CAI4807558.1,1.4e-117,392.6,63.4,2.8e-117,391.5,63.4,CAI4520577.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990745.1,PTHR12848.orig.30.pir,CAI4833011.1,1.5e-117,392.5,65.4,2.8999999999999997e-117,391.5,65.4,CAI4549062.1,0,1420.2,18.5,0,1419.8,18.5,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990765.1,PTHR12848.orig.30.pir,CAI4903423.1,3.2999999999999995e-119,397.9,57.3,5.699999999999999e-119,397.1,57.3,CAI4881782.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990785.1,PTHR12848.orig.30.pir,CAI4839990.1,2.1e-117,392,64.4,4.3999999999999995e-117,390.9,64.4,CAI4541895.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990805.1,PTHR12848.orig.30.pir,CAI4840270.1,1.4e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4546198.1,0,1359.1,20,3.5e-272,904.9,12,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990825.1,PTHR12848.orig.30.pir,CAI4823034.1,4.6999999999999994e-117,390.8,65.4,9.399999999999999e-117,389.8,65.4,CAI4527367.1,0,1420.4,20,0,1420,20,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990845.1,PTHR12848.orig.30.pir,CAI4798253.1,4.0999999999999997e-119,397.6,62,8.799999999999999e-119,396.5,62,CAI4520094.1,0,1420.8,18.8,0,1420.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990865.1,PTHR12848.orig.30.pir,CAI4518557.1,8.7e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4554563.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990885.1,PTHR12848.orig.30.pir,CAI4804040.1,4.7999999999999996e-117,390.8,65.5,9.7e-117,389.8,65.5,CAI4525216.1,0,1418.6,19.8,0,1418.2,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990905.1,PTHR12848.orig.30.pir,CAI4810274.1,2.3999999999999998e-117,391.7,64.3,5.0999999999999995e-117,390.7,64.3,CAI4517431.1,0,1417.9,20.3,0,1417.5,20.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990925.1,PTHR12848.orig.30.pir,CAI4836095.1,4.7999999999999996e-117,390.8,65.5,9.599999999999999e-117,389.8,65.5,CAI4532279.1,0,1420.2,19.7,0,1419.9,19.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990945.1,PTHR12848.orig.30.pir,CAI4846345.1,1.4e-117,392.6,63.4,2.8e-117,391.5,63.4,CAI4550382.1,0,1419.8,18.8,0,1419.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990965.1,PTHR12848.orig.30.pir,CAI4816957.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4536263.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991075.1,PTHR12848.orig.30.pir,CAI4770698.1,2.3999999999999998e-117,391.7,64.3,5.0999999999999995e-117,390.7,64.3,CAI4518170.1,0,1360.4,17.6,4.9e-272,904.4,11.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991145.1,PTHR12848.orig.30.pir,CAI4832096.1,2e-116,388.7,63.5,5.2e-116,387.4,63.5,CAI4518055.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991225.1,PTHR12848.orig.30.pir,CAI4753818.1,6.9e-117,390.2,63.1,1.4999999999999999e-116,389.1,63.1,CAI4519622.1,0,1417.4,18.9,0,1417,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991315.1,PTHR12848.orig.30.pir,CAI4809108.1,1e-116,389.7,65.6,2e-116,388.7,65.6,CAI4527606.1,0,1420.9,18.8,0,1420.5,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991355.1,PTHR12848.orig.30.pir,CAI4815475.1,8.5e-118,393.2,63.6,1.8e-117,392.1,63.6,CAI4523369.1,0,1421.6,18.8,0,1421.2,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991395.1,PTHR12848.orig.30.pir,CAI4809056.1,8.799999999999999e-117,389.9,63.9,1.8999999999999998e-116,388.8,63.9,CAI4524184.1,0,1419.8,18.9,0,1419.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991455.1,PTHR12848.orig.30.pir,CAI4835808.1,1.3e-117,392.6,63.2,2.4999999999999996e-117,391.7,63.2,CAI4453119.1,0,1420.1,18.7,0,1419.7,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991515.1,PTHR12848.orig.30.pir,CAI4532700.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4572060.1,0,1420.2,19.9,0,1419.8,19.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991605.1,PTHR12848.orig.30.pir,CAI4794114.1,1.0999999999999999e-116,389.6,65.6,2.1e-116,388.7,65.6,CAI4545955.1,0,1420.8,19,0,1420.4,19,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991625.1,PTHR12848.orig.30.pir,CAI4807398.1,8.799999999999999e-117,389.9,63.9,1.8999999999999998e-116,388.8,63.9,CAI4523233.1,0,1419.7,19,0,1419.3,19,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991655.1,PTHR12848.orig.30.pir,CAI4803274.1,1.8e-117,392.1,63.9,3.8e-117,391.1,63.9,CAI4524098.1,0,1420.2,18.7,0,1419.8,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991755.1,PTHR12848.orig.30.pir,CAI4767079.1,8.2e-118,393.3,63.2,1.6999999999999998e-117,392.2,63.2,CAI4527030.1,0,1414.6,18,0,1414.2,18,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991815.1,PTHR12848.orig.30.pir,CAI4851168.1,8.7e-118,393.2,63.3,1.9e-117,392.1,63.3,CAI4553123.1,0,1419.7,19,0,1419.3,19,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991855.1,PTHR12848.orig.30.pir,CAI4822460.1,4.3e-117,390.9,65.3,8.5e-117,389.9,65.3,CAI4538192.1,0,1416.6,18,0,1416.2,18,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991875.1,PTHR12848.orig.30.pir,CAI4828112.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4539607.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035835.1,PTHR12848.orig.30.pir,CAI4832841.1,1.3e-117,392.7,64.3,2.6e-117,391.7,64.3,CAI4532313.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035855.1,PTHR12848.orig.30.pir,CAI4823451.1,2.1e-117,392,64,4.3999999999999995e-117,390.9,64,CAI4531269.1,0,1418.7,19.9,0,1418.3,19.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035875.1,PTHR12848.orig.30.pir,CAI4845816.1,2.4999999999999996e-117,391.7,64.3,5.2e-117,390.7,64.3,CAI4548518.1,0,1414.9,19.8,0,1414.5,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035895.1,PTHR12848.orig.30.pir,CAI4867256.1,1.5e-117,392.5,64,3.2999999999999994e-117,391.4,64,CAI4568056.1,0,1318.1,21.8,2.5e-273,908.8,12.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035915.1,PTHR12848.orig.30.pir,CAI4845674.1,7.9e-118,393.4,63,1.6999999999999998e-117,392.3,63,CAI4543560.1,0,1418.4,19.2,0,1418,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035935.1,PTHR12848.orig.30.pir,CAI4850824.1,2.1e-117,392,64.1,4.6e-117,390.9,64.1,CAI4549686.1,0,1284.7,19.3,6.399999999999999e-249,827.8,11.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035955.1,PTHR12848.orig.30.pir,CAI4752423.1,8.100000000000001e-118,393.4,62.2,1.6999999999999998e-117,392.3,62.2,CAI4500709.1,0,1057.8,19.2,4.8e-273,907.8,10.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035975.1,PTHR12848.orig.30.pir,CAI4800593.1,3.4e-116,388,66.2,6.8e-116,387,66.2,CAI4520539.1,0,1420.7,20.2,0,1420.3,20.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030035995.1,PTHR12848.orig.30.pir,CAI4822335.1,2.6999999999999997e-119,398.2,57.6,4.5999999999999993e-119,397.5,57.6,CAI4499081.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036015.1,PTHR12848.orig.30.pir,CAI4904039.1,4.2999999999999995e-115,384.3,66.7,8.7e-115,383.3,66.7,CAI4881500.1,0,1418.9,19.2,0,1418.5,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036035.1,PTHR12848.orig.30.pir,CAI4804500.1,1.1999999999999999e-117,392.8,62.9,2.6e-117,391.7,62.9,CAI4507901.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036055.1,PTHR12848.orig.30.pir,CAI4826163.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4530507.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036075.1,PTHR12848.orig.30.pir,CAI4844922.1,5e-117,390.7,63.7,1.0999999999999999e-116,389.6,63.7,CAI4504469.1,0,1418.8,18.9,0,1418.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI4987963.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI4949167.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI4987963.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI5189086.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI4987963.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI5208425.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI5120947.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI4949167.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI5120947.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI5189086.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036095.2,PTHR12848.orig.30.pir,CAI5120947.1,9.299999999999999e-117,391.7,61.3,2.1e-116,390.5,61.3,CAI5208425.1,0,1419.2,17.9,0,1418.9,17.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4913656.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5010032.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4913656.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5211364.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4913656.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5224134.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4982543.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5010032.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4982543.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5211364.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI4982543.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5224134.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5032370.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5010032.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5032370.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5211364.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5032370.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5224134.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5195163.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5010032.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5195163.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5211364.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5195163.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5224134.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5224958.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5010032.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5224958.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5211364.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036115.2,PTHR12848.orig.30.pir,CAI5224958.1,7.6e-117,392.4,62.3,1.4999999999999999e-116,391.4,62.3,CAI5224134.1,0,1420,18.6,0,1419.6,18.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036135.2,PTHR12848.orig.30.pir,CAI5180206.1,1.4999999999999999e-116,390.6,65.7,2.9e-116,389.6,65.7,CAI4941245.1,0,1423.3,18.7,0,1422.9,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_030036135.2,PTHR12848.orig.30.pir,CAI5180206.1,1.4999999999999999e-116,390.6,65.7,2.9e-116,389.6,65.7,CAI5011166.1,0,1423.3,18.7,0,1422.9,18.7,TCO and RAPTOR
